id,url,title,subtitle,claps,responses,reading_time,publication,date
557,https://towardsdatascience.com/using-chatgpt-as-a-creative-writing-partner-part-2-music-d2fd7501c268,Using ChatGPT as a Creative Writing Partner — Part 2: Music,"How the latest language model from OpenAI can help you compose chords for new songs, with music by Band-in-a-Box",169,4,16,Towards Data Science,17-01-2023
558,https://towardsdatascience.com/pandas-python-tricks-for-data-science-data-analysis-part-2-dc36460de90d,Pandas & Python Tricks for Data Science & Data Analysis — Part 2,This is the second part of my Pandas…,202,1,5,Towards Data Science,17-01-2023
559,https://towardsdatascience.com/unimpressed-with-your-scatter-and-bar-plots-give-these-four-classic-alternatives-a-try-a3bab20d4872,"<strong class=""markup--strong markup--h3-strong"">Unimpressed With Your Scatter and Bar Plots? Give These Four Classic Alternatives A Try.</strong>",,596,8,5,Towards Data Science,17-01-2023
560,https://towardsdatascience.com/how-to-perform-kmeans-clustering-using-python-7cc296cec092,How to Perform KMeans Clustering Using Python,A complete overview of the KMeans clustering and implementation with Python,17,0,7,Towards Data Science,17-01-2023
561,https://towardsdatascience.com/tips-and-tricks-for-working-with-strings-in-polars-ec6bb74aeec2,Tips and Tricks for Working with Strings in Polars,From sorting column names to splitting columns,110,0,9,Towards Data Science,17-01-2023
562,https://towardsdatascience.com/etl-vs-elt-68e221d78719,ETL vs ELT: What’s the Difference?,A comparison between ETL and ELT in the context of Data Engineering,102,0,8,Towards Data Science,17-01-2023
563,https://towardsdatascience.com/how-to-forecast-time-series-using-autoregression-1d45db71683,How To Forecast Time-Series Using Autoregression,Tutorial on how to forecast using an autoregressive…,162,0,7,Towards Data Science,17-01-2023
564,https://towardsdatascience.com/the-unreasonable-effectiveness-of-general-models-b4e822eaeb27,The Unreasonable Effectiveness of General Models,Testing a generalist model on a ridiculously hard…,373,4,8,Towards Data Science,17-01-2023
565,https://towardsdatascience.com/how-cypher-changed-in-neo4j-v5-d0f10cbb60bf,How Cypher changed in Neo4j v5,What’s new and what’s been deprecated in Cypher in the latest release…,28,1,9,Towards Data Science,17-01-2023
566,https://towardsdatascience.com/how-to-use-streamlits-st-write-function-to-improve-your-streamlit-dashboard-1586333eb24d,How to Use Streamlit’s st.write Function to Improve Your Streamlit Dashboard,The Swiss Army Knife of…,32,0,8,Towards Data Science,17-01-2023
567,https://towardsdatascience.com/uncovering-anomalies-with-variational-autoencoders-vae-a-deep-dive-into-the-world-of-1b2bce47e2e9,Uncovering Anomalies with Variational Autoencoders (VAE): A Deep Dive into the World of Unsupervised Learning,,89,1,9,Towards Data Science,17-01-2023
568,https://towardsdatascience.com/what-is-learning-to-rank-a-beginners-guide-to-learning-to-rank-methods-23bbb99ef38c,What Is Learning to Rank: A Beginner’s Guide to Learning to Rank Methods,A guide on how to approach…,98,0,7,Towards Data Science,17-01-2023
569,https://towardsdatascience.com/detecting-covariate-shift-a-guide-to-the-multivariate-approach-c099bd1891b9,Detecting Covariate Shift: A Guide to the Multivariate Approach,,410,0,16,Towards Data Science,17-01-2023
570,https://towardsdatascience.com/mastering-iterators-and-generators-in-python-ca30939d962,Mastering Iterators and Generators in Python,,55,2,11,Towards Data Science,17-01-2023
571,https://towardsdatascience.com/how-to-run-machine-learning-experiments-that-really-matter-2ba0a88bc579,The Art of Machine Learning Experimentation,5 simple strategies to help you get the most out of your ML experiments,115,2,7,Towards Data Science,17-01-2023
572,https://towardsdatascience.com/practically-building-an-image-classifier-531443b3b483,“Practically” Building an Image Classifier,Building an image classifier the practical way (based on a…,49,1,10,Towards Data Science,17-01-2023
573,https://towardsdatascience.com/how-to-evaluate-learning-to-rank-models-d12cadb99d47,How to evaluate Learning to Rank Models,A practical guide on how to evaluate LTR models in Machine…,96,1,4,Towards Data Science,17-01-2023
574,https://towardsdatascience.com/from-dicom-header-to-csv-file-e2e442505651,From DICOM Header to CSV File,DICOM Metadata → CSV Dataset,6,0,7,Towards Data Science,17-01-2023
575,https://towardsdatascience.com/pitfalls-in-product-experimentation-145d12bb139f,Pitfalls in Product Experimentation,Common to-not-do-lists often overlooked in product experimentation…,25,0,8,Towards Data Science,17-01-2023
576,https://towardsdatascience.com/building-an-exercise-rep-counter-using-ideas-from-signal-processing-fcdf14e76f81,Building an Exercise Rep Counter Using Ideas from Signal Processing,Designing a class-specific rep…,67,0,7,Towards Data Science,17-01-2023
577,https://towardsdatascience.com/secret-sauce-of-successful-segmentation-74e0c48d84ba,Secret Sauce of Successful Segmentations,"Segmentations is not just another string in your bow, but one…",143,0,8,Towards Data Science,17-01-2023
578,https://towardsdatascience.com/introduction-to-speech-enhancement-part-1-df6098b47b91,Introduction to Speech Enhancement: Part 1 — Concepts and Task Definition,An introduction into the…,37,0,6,Towards Data Science,17-01-2023
579,https://uxdesign.cc/from-senior-designer-to-lead-designer-advance-your-career-without-becoming-a-manager-a0cde39a71bf,From senior designer to lead: advancing your career without becoming a manager,If not just a…,855,8,5,UX Collective,17-01-2023
580,https://uxdesign.cc/the-storytelling-power-of-simple-design-solutions-5cffb45806f5,The storytelling power of simple design solutions,How designers communicate a lot with a little,655,7,6,UX Collective,17-01-2023
581,https://uxdesign.cc/the-power-of-perceived-progress-motivating-users-through-design-e91b1957266b,The power of perceived progress: motivating users through design,A list of UX concepts and examples…,567,1,10,UX Collective,17-01-2023
582,https://uxdesign.cc/analytics-are-leaving-out-user-intent-ux-benchmarking-can-help-81d972dfabdb,Analytics are leaving out user intent: UX benchmarking can help,Using analytics alone to measure UX…,215,1,6,UX Collective,17-01-2023
583,https://uxdesign.cc/for-more-impactful-ux-strategy-use-futures-thinking-4d69289bb718,Using Futures Thinking for a more impactful UX strategy,How to make your org more profitable…,78,0,8,UX Collective,17-01-2023
584,https://uxdesign.cc/strengthening-your-ux-soft-skills-485b0b4d6160,Strengthening your UX soft skills,Don’t overlook these 5 valuable skills,242,1,7,UX Collective,17-01-2023
585,https://uxdesign.cc/dr-noriaki-kanos-model-an-overview-getting-the-most-out-of-it-3bb395801da1,Dr. Noriaki Kano’s Model: an overview & getting the most out of it,How do we decide what features we…,150,0,7,UX Collective,17-01-2023
586,https://uxdesign.cc/how-does-designing-for-emotion-lead-to-higher-customer-acquisition-and-lower-churn-cda56ed3953c,How does designing for emotion lead to higher customer acquisition and lower churn?,,89,0,4,UX Collective,17-01-2023
587,https://medium.com/swlh/the-smarter-you-are-the-less-you-are-impressed-by-luxury-brands-3a257a8cbc1f,"The Smarter You Are, the Less You Are Impressed by Luxury Brands",This article can save you a lot of…,2900,79,6,The Startup,17-01-2023
588,https://medium.com/swlh/7-amazing-ai-tools-that-you-should-start-using-no-matter-what-you-do-2912105750e0,7 Amazing AI Tools That You Should Start Using No Matter What You Do,Please don’t expect ChatGPT.,1000,18,8,The Startup,17-01-2023
589,https://medium.com/swlh/ive-written-753-articles-it-s-only-now-i-feel-like-a-writer-6e0a1a52ed02,I’ve Written 753 Articles. It’s Only Now I Feel Like a Writer.,And maybe that’s a bad thing,3000,61,4,The Startup,17-01-2023
590,https://medium.com/swlh/the-power-of-conflict-in-storytelling-for-copywriting-ee043370a7f9,The Power of Conflict in Storytelling for Copywriting,"There is no story, thus no persuasion, without…",1000,17,4,The Startup,17-01-2023
591,https://medium.com/swlh/7-email-best-practices-that-will-help-you-sell-your-product-online-8e0c890fc452,7 Email Best Practices That Will Help You Sell Your Product Online,From someone who hates reading…,142,4,4,The Startup,17-01-2023
592,https://medium.com/swlh/the-3-practical-questions-i-ask-myself-when-building-an-online-writing-portfolio-1afdc2cad2fd,"<strong class=""markup--strong markup--h3-strong"">The 3 Practical Questions I Ask Myself When Building an Online Writing Portfolio</strong>",We can write about…,145,0,5,The Startup,17-01-2023
593,https://writingcooperative.com/use-better-words-to-be-more-inclusive-71cc395e81cb,Use Better Words to Be More Inclusive,"This Week In Writing, we talk about words to avoid in 2023, a…",408,5,4,The Writing Cooperative,17-01-2023
594,https://writingcooperative.com/criticism-hurts-like-being-bullied-but-it-wont-kill-you-23eab2a909a6,The Best Solution Is To Become Bulletproof,"Criticism hurts, but you won’t die from it. And it’s absolutely essential",194,4,5,The Writing Cooperative,17-01-2023
595,https://writingcooperative.com/3-easy-ways-to-improve-your-novels-romantic-chemistry-fa6b54a093cb,3 Easy Ways to Improve Your Novel’s Romantic Chemistry,Satisfy Your Readers with a Swoon-Worthy…,158,5,3,The Writing Cooperative,17-01-2023
596,https://towardsdatascience.com/how-to-avoid-these-4-time-consuming-mistakes-while-teaching-yourself-data-analysis-895ca671c72c,How to Avoid These 4 Time-Consuming Mistakes While Teaching Yourself Data Analysis,,300,9,7,Towards Data Science,10-02-2023
597,https://towardsdatascience.com/image-generation-with-chatgpt-68c98a061bec,Writing Code to Produce Images with ChatGPT,"If images are just matrices of pixel values, can ChatGPT…",48,1,8,Towards Data Science,10-02-2023
598,https://towardsdatascience.com/unlock-the-secret-to-effortlessly-calculating-conditional-probabilities-from-any-dataframe-a232ca71e33c,How to Calculate Conditional Probabilities from Any DataFrame in 3 Lines of Code,Learn to write a…,89,0,6,Towards Data Science,10-02-2023
599,https://towardsdatascience.com/behind-the-scenes-of-a-deep-learning-neural-network-for-image-classification-5222aee3231d,Behind the Scenes of a Deep Learning Neural Network for Image Classification,Is it magic or just…,85,0,16,Towards Data Science,10-02-2023
600,https://towardsdatascience.com/a-visual-explanation-of-variance-covariance-correlation-and-causation-dcf762801029,"A Visual Explanation of Variance, Covariance, Correlation and Causation",Improve your data analysis…,96,3,6,Towards Data Science,10-02-2023
601,https://towardsdatascience.com/configuring-a-minimal-docker-image-for-spatial-analysis-with-python-dc9970ca8a8a,Configuring a Minimal Docker Image for Spatial Analysis with Python,Learn how to install the basic…,155,3,6,Towards Data Science,10-02-2023
602,https://towardsdatascience.com/6-steps-to-making-data-reliability-a-habit-521389b04aca,6 Steps to Making Data Reliability a Habit,Some organizations approach data quality like a crash diet…,69,0,10,Towards Data Science,10-02-2023
603,https://towardsdatascience.com/decision-trees-introduction-intuition-dac9592f4b7f,Decision Trees: Introduction & Intuition,Making data-informed decisions with Python,80,1,10,Towards Data Science,10-02-2023
604,https://towardsdatascience.com/how-to-solve-travelling-salesman-problem-with-simulated-annealing-c248447a8bcd,How To Solve Travelling Salesman Problem With Simulated Annealing,Getting the optimal solution to the…,142,0,6,Towards Data Science,10-02-2023
605,https://towardsdatascience.com/the-magic-of-quantum-computing-a-beginners-guide-to-writing-a-magic-number-guessing-game-c1cdb384f457,The Magic of Quantum Computing: A Beginner’s Guide to Writing a Magic Number Guessing Game,,106,1,9,Towards Data Science,10-02-2023
606,https://towardsdatascience.com/poisson-regression-in-r-957752266a34,Poisson Regression in R,Statistics in R Series,5,0,6,Towards Data Science,10-02-2023
607,https://towardsdatascience.com/wordle-word-length-and-letter-frequency-analysis-using-julia-3fc5c63fedba,Wordle Word Length and Letter Frequency Analysis using Julia,Exploring Wordle word dataset to improve…,31,1,19,Towards Data Science,10-02-2023
608,https://towardsdatascience.com/to-guarantee-impartial-ai-decisions-lady-justice-needs-to-blink-2992167b2591,"To Guarantee Impartial AI Decisions, Lady Justice Needs to Blink",Why is deleting the sensitive…,164,4,6,Towards Data Science,10-02-2023
609,https://towardsdatascience.com/an-example-of-sequence-modelling-with-transformer-7d4c7dc85fc3,An Example of Sequence Modelling with Transformer,Some concepts about…,7,0,5,Towards Data Science,10-02-2023
610,https://towardsdatascience.com/storytelling-with-charts-23dd41096721,Storytelling with Charts,Part 1: Displaying a single quantitative variable,8,0,8,Towards Data Science,10-02-2023
611,https://towardsdatascience.com/image-filters-with-python-3dc223a12624,Image Filters with Python,A concise computer vision project for building image filters using Python,212,0,8,Towards Data Science,10-02-2023
612,https://towardsdatascience.com/electric-cars-in-the-netherlands-exploratory-data-analysis-with-python-d01477949984,Electric Cars In the Netherlands: Exploratory Data Analysis with Python,"Data analysis and visualization with Python, Pandas, and Bokeh",70,1,16,Towards Data Science,10-02-2023
613,https://towardsdatascience.com/more-on-road-network-matching-c2ea0728c415,More on Road Network Matching,Road network matching shenanigans,28,1,9,Towards Data Science,10-02-2023
614,https://towardsdatascience.com/profiling-python-code-with-cprofile-328ae152fdfc,Profiling Python Code with cProfile,In this article we will explore how to profile Python code with…,54,1,6,Towards Data Science,10-02-2023
615,https://towardsdatascience.com/how-to-evaluate-unreported-epidemic-infections-with-iterated-filtering-b7f470c6b6c6,How to Evaluate Unreported Epidemic Infections with Iterated Filtering,An implementation with TFP for…,22,0,6,Towards Data Science,10-02-2023
616,https://towardsdatascience.com/water-contact-time-and-extraction-in-espresso-an-experiment-9987bd24d35d,Water Contact Time and Extraction in Espresso: an Experiment,,8,0,5,Towards Data Science,10-02-2023
617,https://uxdesign.cc/ux-cheat-sheet-common-login-patterns-f4a912107549,UX Cheat Sheet: Common login patterns,,737,4,14,UX Collective,10-02-2023
618,https://uxdesign.cc/loss-and-found-2ed64871108,How loss is experienced by designers and 10 tips to find yourself again,,337,3,11,UX Collective,10-02-2023
619,https://uxdesign.cc/defying-physics-in-ux-37c16ba626b3,Defying physics in UX,What video game mechanics can teach us about ideal experiences.,500,4,4,UX Collective,10-02-2023
620,https://uxdesign.cc/rise-of-the-ghost-firm-51478f6242bb,"<strong class=""markup--strong markup--h3-strong"">Rise of the ghost firm</strong>",On-demand teams and the future of creative work,425,10,8,UX Collective,10-02-2023
621,https://medium.com/swlh/how-i-multiplied-my-passive-income-stream-of-1000-month-into-5000-month-d1a616515ff2,How I multiplied my passive income stream of $1000/month into $5000/month,,2200,49,6,The Startup,10-02-2023
622,https://medium.com/swlh/if-youre-not-failing-online-you-re-not-trying-cool-enough-sh-t-c4912c625859,"If You’re Not Failing Online, You’re Not Trying Cool Enough Sh!t",When you accidentally create inhuman…,1000,21,6,The Startup,10-02-2023
623,https://medium.com/swlh/how-to-monetize-your-expertise-online-in-4-simple-steps-using-the-taco-framework-cf6531122839,How to Monetize Your Expertise Online in 4 Simple Steps Using the TACO Framework,Ditch overwhelm and…,210,2,4,The Startup,10-02-2023
624,https://medium.com/swlh/twitter-will-now-share-ad-revenue-with-creators-other-monetisation-you-should-know-5bae3b7d8ce1,Twitter Will Now Share Ad Revenue With Creators + Other Monetisation You Should Know,,118,1,5,The Startup,10-02-2023
625,https://medium.com/swlh/are-you-losing-the-interest-to-keep-writing-heres-what-you-need-to-do-a597dcc2475f,Are You Losing the Interest to Keep Writing? Here’s What You Need to Do,Do you ever feel like you’re…,356,3,6,The Startup,10-02-2023
626,https://writingcooperative.com/when-you-write-about-people-in-your-life-anticipate-consequences-b81ffdcb72cb,"When You Write About People in Your Life, Anticipate Consequences",Who owns the “rights” to our stories?,3500,46,9,The Writing Cooperative,10-02-2023
627,https://writingcooperative.com/dear-writer-be-wary-of-using-the-wrong-tools-150efc5163ae,Dear Writer — Be Wary of Using the Wrong Tools,They can turn you into a…,,0,4,The Writing Cooperative,10-02-2023
628,https://writingcooperative.com/the-powerful-effect-of-using-words-that-work-8a98fcee2839,The Powerful Effect of Using “Words That Work”,"Subtle changes, BIG meaning",390,0,4,The Writing Cooperative,10-02-2023
629,https://writingcooperative.com/how-to-write-about-technology-ad5b1ad6d432,How to Write About Technology,"On the art, craft, and aesthetics of technical writing",72,0,5,The Writing Cooperative,10-02-2023
630,https://writingcooperative.com/writing-online-is-like-drinking-kombucha-it-sucks-at-first-but-youll-learn-to-love-it-5bc76903108a,"Writing Online is Like Drinking Kombucha. It Sucks At First, But You’ll Learn to Love It.",,300,4,3,The Writing Cooperative,10-02-2023
631,https://towardsdatascience.com/airflow-skip-task-a5a6ab319378,How to Skip Tasks in Airflow DAGs,Skipping tasks in Airflow DAGs based on specific conditions,40,0,9,Towards Data Science,08-02-2023
632,https://towardsdatascience.com/best-practices-for-python-development-bf74c2880f87,Best Practices for Python Development,Set up and use a professional Python repository,82,2,8,Towards Data Science,08-02-2023
633,https://towardsdatascience.com/how-companies-can-stop-failing-at-ai-and-data-driven-decision-making-44221bfb4833,How Companies Can Stop Failing at AI and Data-Driven Decision-Making,Four levers can help business…,399,3,7,Towards Data Science,08-02-2023
634,https://towardsdatascience.com/a-quick-guide-to-designing-rigorous-machine-learning-experiments-21b19f067703,A Quick Guide to Design Rigorous Machine Learning Experiments,How to compare ML models reliably,261,5,7,Towards Data Science,08-02-2023
635,https://towardsdatascience.com/how-to-create-beautiful-waffle-charts-for-data-visualisation-in-python-e9760a3f8594,How to Create Beautiful Waffle Charts for Data Visualisation in Python,A Great Alternative to Pie…,112,0,7,Towards Data Science,08-02-2023
636,https://towardsdatascience.com/how-to-treat-data-as-a-product-178dd3e0f471,How to Treat Data as a Product,Maximize the leverage you get from data by applying product management…,69,0,10,Towards Data Science,08-02-2023
637,https://towardsdatascience.com/learn-discrete-fourier-transform-dft-9f7a2df4bfe9,Learn Discrete Fourier Transform (DFT),Mathematical and Coding Perspective,91,0,9,Towards Data Science,08-02-2023
638,https://towardsdatascience.com/training-xgboost-on-a-1tb-dataset-8790e2bc8672,Training XGBoost On A 1TB Dataset,SageMaker Distributed Training Data Parallel,60,1,7,Towards Data Science,08-02-2023
639,https://towardsdatascience.com/introducing-a-dataset-to-detect-gpt-generated-text-96bb76dd2ed2,Introducing a Dataset to Detect GPT-Generated Text,How to create datasets for ChatGPT detection models,54,0,4,Towards Data Science,08-02-2023
640,https://towardsdatascience.com/10-useful-hints-and-tricks-for-improving-pinns-1a5dd7b86001,10 Useful Hints and Tricks for Improving Physics-Informed Neural Networks (PINNs),"A handful of tricks concerning the sampling, architecture, activation function, loss balancing, optimisers, data…",67,2,10,Towards Data Science,08-02-2023
641,https://towardsdatascience.com/everything-you-need-to-know-about-heatmap-tutorial-with-powerbi-977437080280,Everything You Need to Know About Heatmap — Tutorial With PowerBI,Understand all the ins and outs of…,3,0,7,Towards Data Science,08-02-2023
642,https://towardsdatascience.com/expose-kubernetes-volumes-securely-over-http-how-to-serve-pvc-on-the-internet-67f10f448693,Expose Kubernetes Volumes Securely Over HTTP: How to Serve PVC on the Internet,Create Kubernetes…,74,0,7,Towards Data Science,08-02-2023
643,https://uxdesign.cc/how-i-prototype-to-communicate-not-complicate-in-figma-90040bc3cf1e,"How I prototype to communicate, not complicate, in Figma",5 prototyping techniques to help get your…,473,5,6,UX Collective,08-02-2023
644,https://uxdesign.cc/implementing-good-ux-in-an-early-stage-startup-a-practical-guide-425172d9cc63,Implementing good UX in an early-stage startup: a practical guide,Tips for finding affordable UX…,170,3,6,UX Collective,08-02-2023
645,https://uxdesign.cc/designers-view-on-large-language-models-386828e2140f,"Train yourself, not the model: a designer’s view on language models",This post discusses our…,86,0,7,UX Collective,08-02-2023
646,https://uxdesign.cc/the-future-of-user-interfaces-ai-at-the-forefront-ecf1c92df34b,The future of user interfaces: AI at the forefront,Examining the current and future possibilities of…,130,0,17,UX Collective,08-02-2023
647,https://uxdesign.cc/the-human-search-a9bebc9a0a1e,The human search,Why humanization of human-to-machine dialogues is one of Generative AI’s biggest wins.,111,0,4,UX Collective,08-02-2023
648,https://medium.com/swlh/money-making-principles-i-know-at-36-that-i-wish-i-knew-at-21-b11ae5fd4de8,Money-Making Principles I Know at 36 That I Wish I Knew at 21,Being broke really sucks,1500,23,7,The Startup,08-02-2023
649,https://medium.com/swlh/30-killer-ai-tools-other-than-chatgpt-that-are-so-valuable-that-they-feel-illegal-to-know-no-bs-753fa3eff09,30+ Killer AI Tools Other Than ChatGPT That Are So Valuable That They Feel Illegal To Know — No BS,,676,7,25,The Startup,08-02-2023
650,https://medium.com/swlh/how-to-make-your-linkedin-profile-less-boring-5f59dcc96c43,How to Make Your LinkedIn Profile Less Boring,5 easy tips.,122,0,6,The Startup,08-02-2023
651,https://medium.com/swlh/6-powerful-tools-to-boost-your-entrepreneurial-journey-e69666072062,"<strong class=""markup--strong markup--h3-strong"">6 Powerful Tools To B</strong>",Steal my tech stack to fast-track your growth…,139,3,11,The Startup,08-02-2023
652,https://medium.com/swlh/5-free-tools-im-using-to-build-my-writing-business-eaf73aec532d,5 Free Tools I’m Using To Build My Writing Business,Start and grow your side hustle with these $0…,517,6,5,The Startup,08-02-2023
653,https://medium.com/swlh/how-to-increase-your-writing-success-10-tips-every-writer-should-know-869ef80d9284,How to Increase Your Writing Success- 10 Tips Every Writer Should Know,I have a solution for you.,460,7,8,The Startup,08-02-2023
654,https://writingcooperative.com/what-many-writers-dont-understand-about-character-development-1cd430cc0414,What Many Writers Don’t Understand About Character Development,How to make readers care about your…,400,4,10,The Writing Cooperative,08-02-2023
655,https://writingcooperative.com/beginners-guide-on-writing-in-present-tense-2ce2260ae693,Beginner’s Guide on Writing in Present Tense,"What it is, how to use it…",,0,6,The Writing Cooperative,08-02-2023
656,https://writingcooperative.com/6-tips-for-working-on-your-book-in-a-cafe-acaccc023f22,6 Tips for Working on Your Book in a Cafe,How to become that moody writer in the corner,350,4,6,The Writing Cooperative,08-02-2023
657,https://writingcooperative.com/4-layers-to-enjoying-being-creative-ddbc64bc14ed,4 Layers to Enjoying Being Creative,And the risks at each layer,184,2,6,The Writing Cooperative,08-02-2023
658,https://writingcooperative.com/first-drafts-suck-b18d44b38ff4,First Drafts Suck,What I learned about editing my first draft into a compelling story.,258,6,6,The Writing Cooperative,08-02-2023
659,https://writingcooperative.com/write-now-with-l-m-bracklow-b311afef5f8b,Write Now With L.M. Bracklow,"Today’s Write Now interview features L.M. Bracklow, Peruvian author, dog…",110,1,3,The Writing Cooperative,08-02-2023
660,https://writingcooperative.com/making-a-scene-how-to-go-deep-to-maximize-action-and-emotion-624f2bd4ea4d,Making a Scene: How to Go Deep to Maximize Action and Emotion,Are you getting the most out of every…,0,0,5,The Writing Cooperative,08-02-2023
661,https://towardsdatascience.com/what-is-intelligent-process-automation-ipa-547d60df0590,What Is Intelligent Process Automation (IPA)?,Artificial intelligence is changing the game in many…,76,0,9,Towards Data Science,11-02-2023
662,https://towardsdatascience.com/ethical-considerations-in-machine-learning-projects-e17cb283e072,Ethical Considerations In Machine Learning Projects,Don’t forget these topics when building AI systems,390,3,7,Towards Data Science,11-02-2023
663,https://towardsdatascience.com/understanding-deepmind-matrix-multiplication-c8dc49687ce7,Understanding DeepMind Matrix Multiplication,"DeepMind matrix multiplications on NVIDIA V100, Tesla T4…",48,0,7,Towards Data Science,11-02-2023
664,https://towardsdatascience.com/4-ideas-for-physics-informed-neural-networks-that-failed-ce054270e62a,4 Ideas for Physics-Informed Neural Networks that FAILED,"Here is a list of extensions for PINNs that either did not improve their performance, or broke them completely — so you do not have to try them…",58,1,9,Towards Data Science,11-02-2023
665,https://uxdesign.cc/is-dark-mode-simply-a-time-sink-a8763de48e06,Is dark mode simply a time sink?,Or is light mode the problem?,256,6,4,UX Collective,11-02-2023
666,https://medium.com/swlh/how-i-built-my-own-niche-in-a-crowded-online-world-with-a-job-6d55c1122ceb,How I Built My Own Niche in a Crowded Online World (With a Job),How to work out where you fit,1300,22,4,The Startup,11-02-2023
667,https://medium.com/swlh/microsoft-just-silently-launched-a-new-ai-search-feature-that-makes-google-obsolete-64495226d2a1,Microsoft Just Silently Launched a New AI Search Feature That Makes Google Obsolete,,380,6,4,The Startup,11-02-2023
668,https://medium.com/swlh/how-to-borrow-an-audience-and-accelerate-growth-when-you-are-a-nobody-33515fa6da2f,How to Borrow an Audience and Accelerate Growth when You Are a Nobody,"Enjoy content, help people, make…",119,1,5,The Startup,11-02-2023
669,https://medium.com/swlh/the-fear-of-failure-is-holding-new-bloggers-back-50ad0260ef3,The Fear of Failure Is Holding New Bloggers Back,Here is my secret for succeeding anyway,161,3,6,The Startup,11-02-2023
670,https://medium.com/swlh/the-1-life-lesson-from-willy-wonka-and-the-chocolate-factory-90-of-people-miss-f22f1b843a68,The #1 Life Lesson From Willy Wonka and the Chocolate Factory 90% of People Miss,“Luck” is a homemade…,663,11,4,The Startup,11-02-2023
671,https://writingcooperative.com/the-7-most-important-scenes-in-a-swoon-worthy-romance-novel-545363c7b0da,The 7 Most Important Scenes in a Swoon-Worthy Romance Novel,It’s not just about the kissing. Although…,69,2,9,The Writing Cooperative,11-02-2023
672,https://writingcooperative.com/4-tips-to-start-writing-your-memoir-ceed30a76a66,4 Tips To Start Writing Your Memoir,A guide for writers who want to share life stories,125,1,5,The Writing Cooperative,11-02-2023
673,https://writingcooperative.com/avoid-cliches-like-the-plague-dcaa8f5d17af,Avoid Cliches Like the Plague,Tools for ridding your writing of tired phrases,682,9,4,The Writing Cooperative,11-02-2023
674,https://writingcooperative.com/what-a-reader-seeks-3-valuable-writing-tips-learnt-from-being-a-reader-c7e45036b935,What A Reader Seeks — 3 Valuable Writing Tips Learnt From Being A Reader,Being in the shoes of one who…,218,0,5,The Writing Cooperative,11-02-2023
675,https://writingcooperative.com/ten-months-to-publication-one-month-to-go-and-feelings-4864a78f6586,Ten Months to Publication: One Month To Go and Feelings,,34,0,4,The Writing Cooperative,11-02-2023
676,https://towardsdatascience.com/building-a-data-lake-on-pb-scale-with-apache-spark-1622d7073d46,Building a Data Lake on PB scale with Apache Spark,How we deal with Big Data at Emplifi,119,5,15,Towards Data Science,26-01-2023
677,https://towardsdatascience.com/text-pattern-extraction-comparing-gpt-3-human-in-the-loop-tool-f2380fd13cf1,Text Pattern Extraction: Comparing GPT-3 & Human-in-the-Loop Tool,Preliminary experiments and results…,102,3,10,Towards Data Science,26-01-2023
678,https://towardsdatascience.com/compare-tables-bigquery-1419ff1b3a2c,How to Compare Two Tables For Equality in BigQuery,Compare tables and extract their differences with…,23,1,6,Towards Data Science,26-01-2023
679,https://towardsdatascience.com/time-series-transformations-and-reverting-made-easy-f4f768c18f63,Time Series Transformations (and Reverting) Made Easy,Exploring transformations for time series and…,115,0,5,Towards Data Science,26-01-2023
680,https://towardsdatascience.com/4-useful-bigquery-sql-functions-you-may-not-know-82e830d994ca,4 Useful BigQuery SQL Functions You May Not Know,And how to use them,112,1,4,Towards Data Science,26-01-2023
681,https://towardsdatascience.com/why-simple-models-are-often-better-e2428964811a,Why Simple Models Are Often Better,The significance of Occam’s Razor in data science and machine…,177,5,8,Towards Data Science,26-01-2023
682,https://towardsdatascience.com/how-i-setup-environment-for-data-science-projects-feat-git-vs-code-and-dvc-273a696ce8d7,How I Set Up Data Science Projects (with VS Code and DVC),An inspiration from software development,25,0,6,Towards Data Science,26-01-2023
683,https://towardsdatascience.com/tree-ensembles-theory-and-practice-1cf9eb27781,"Tree Ensembles: Bagging, Boosting and Gradient Boosting",Theory and practice explained in detail,87,0,10,Towards Data Science,26-01-2023
684,https://towardsdatascience.com/dynamic-mig-partitioning-in-kubernetes-89db6cdde7a3,Dynamic MIG Partitioning in Kubernetes,Maximize GPU utilization and reduce infrastructure costs.,267,0,9,Towards Data Science,26-01-2023
685,https://towardsdatascience.com/audio-data-takes-center-stage-21b32366abcd,Audio Data Takes Center Stage,Our weekly selection of must-read Editors’ Picks and original features,71,1,3,Towards Data Science,26-01-2023
686,https://uxdesign.cc/login-form-ui-design-guide-c5c9c93ae482,Login form UI design guide,"How to design a login form, including portfolio annotations and hierarchy…",684,4,5,UX Collective,26-01-2023
687,https://uxdesign.cc/understanding-typography-giambattista-bodoni-and-the-invention-of-modern-type-76b1fe6c82df,Understanding typography: Giambattista Bodoni and the invention of modern type,Invoking royalty and…,434,2,6,UX Collective,26-01-2023
688,https://uxdesign.cc/version-control-is-a-skill-ux-can-learn-to-make-their-lives-easier-f6ecc3fe780a,Version control is a skill UX can learn to make their lives easier,"Use Components, Variants, and…",62,1,8,UX Collective,26-01-2023
689,https://uxdesign.cc/restotech-a-user-centred-approach-to-innovation-217a222ad800,RestoTech: a user-centred approach to innovation,,75,0,6,UX Collective,26-01-2023
